Col1,Col2,Col3,Preprocessed Col3
171,1,""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol," " @ lebronvuitton ||| loyal bitch burb daddy issue like holographic mewtwo " ||| sound like lol
172,1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !"," " @ lilfridayhoe | easy cum | easy hoe " " 's fact
173,1,""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.," " @ lifeasbros ||| charlie sheen real major fuck respect charlie sheen
174,1,"""@Lightskingawdd: Wish I had a bae &#128533;"","" " @ lightskingawdd | wish bae | ""
You got all the hoes tho",,"",""
175,1,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""","" " @ lil | mike | ||| fuck twerking bitch you cook ""
176,1,""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB,"" " @ linniekravitz | @ wesgodlaflare bitch wtf " ""
177,1,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now"," " @ lipe | | great | | @ h0rheyd | " " @ lipe | | great ||| shut zoe " " fight pussyand | zoe ||| good ||| man " you good ma'am |||
178,1,""@LolaaIsDope: Lmao fucking snake bitches"" @ em," " @ lolaaisdope ||| lmao fuck snake bitch " " @ em
179,1,""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;," " @ loveable | aizah | big booty hoe sheesh | " " damn | |
180,2,""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum," " @ mlbnetwork ||| stay tune @ mlbnetwork update report ||| @ yankee b @ teixeiramark25 | week " " @ dliming35 | bum
181,2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04"," " @ m | rad | | @ dezdlt ||| " " play soccer | cheat girl | wear khaki colour cargo " " haircut yes lmfao " " @ soccerboy
182,1,""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT," " @ madflyentist ||| oregon choke year field trash ass program " " rft
183,1,"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo"," " @ mannydiesel | def cowboy lol rt @ artoffloyd ||| terrell owens best eagle andamp ; cowboy " " dude like bitch tv | romo
184,0,""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers," " @ markroundtreejr ||| lmfaoo hate black people 's black people nigger
185,1,""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent," " @ master11 | @ tolife | @ gabrielastarr u bitch " " potent
186,2,""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.," " @ maxmayo77 | piss lad past ||| lick dirty sole ||| sleep
187,2,""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles," " @ maxmayo77 | love frat boy w | soft long sole
188,2,""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.," " @ maxmayo77 | sexy lad hot sole arch
189,1,""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel," " @ megamindnick | @ white | thunduh nah fam gotta cheat hoe " " depend female feel
190,2,""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol," " @ mesha | nojas | @ | vontethekidd | | | | | ||| " " hick lol
191,1,""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch," " @ migsmichelen ||| new twitter confuse shit " south america bitch
192,1,""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy," " @ miikito | x3 | toto mean ass ||| vagina " think pussy cause toto santi like nasty pussy
193,1,""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!," " @ mikelahenry | ||| actually choose ugly bitch you ||| | ||| " " ass fat
194,1,""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*," " @ mileycyrus ||| bitch kill vibe ||| ya try ||| | | | ||| " " dis love miley
195,1,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody."," " @ montrell | ||| tire bitch say look mean ||| | " " nigga you big af | wear tight shirt | grim everybody
196,2,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate"," " @ motherjones ||| bird your grandkid | thank climate change | climate
197,1,"""@MvckFadden: ""Stay beautiful you bitch""""","" " @ mvckfadden ||| " " stay beautiful you bitch ""
198,1,"""@NICKIMINAJ: #WutKinda," @ nickiminaj | wutkinda
r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",,"",""
199,1,"""@NastyCopper: Money getting taller and bitches getting blurry""","" " @ nastycopper | money tall bitch blurry " ""
200,1,""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;," " @ newsomejade ||| ai n't bitch obsess niggaand | ||| " " obsess
201,1,""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.," " @ nicholas | ted33 ||| kobe stay talk trash ||| let forget @ j | austin12 mean ||| smh
202,0,"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT"","" " @ nochillpaz ||| " " nigger " ""
Lmfao",,"",""
203,1,""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol," " @ | fakingg ||| people ask mix " bid asian bitch lol
204,0,""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo," " @ notoriousbm95 | @ | whiteponyjr | ariza snake coward " " ||| n't cripple like your hero roach lmaoo
205,2,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL"","" " @ osay | | aint | | | @ ignoreallaws | foster home imaginary trashand | whoa chill ""
that show was everything tf",,"",""
206,1,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!"," " @ officialreplay ||| lowkey tire " ||| you tire | quiet sleep hoe
207,1,"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK"""," " @ prayingforhead | | @ macklemroe | stop bring weird nigger mention ||| @ prayingforheadand
208,1,"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""","" " @ prettyboss | brat ||| love hoe | | " ""
209,1,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""","" " @ patrickquelo ||| yo girl homeboy you ol weak bitch ass nigga ""
210,1,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""","" " @ patsfanjoe32 | @ d | palomino52 think worst advice you " " pussy speed " " lol " ""
211,1,""@PoemsPorn: Quote this tweet with your favorite animal.""pussy," " @ poemsporn | quote tweet your favorite animal " pussy
212,1,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""","" " @ poetic | success ||| hate stripper tell you 're " " dancer ||| hoe | ballet dancer pop pussy beethoven ||| you stripper ""
213,1,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers," @ poffalicious | andrewbryant ||| poff double vision beer
Poff: ... Double pussy &#128526;"" smh",,"",""
214,1,"""@Poobie_: When bitches TWERK on the computer....," @ poobie | bitch twerk computer
"ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;"""""",,"",""
215,1,"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!"," " @ prodsjewel | | @ sreadthepeace | | @ yungmindless | @ peacepunkprince prince | art. takin bitch
216,2,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""","" " @ quan1t0 | welfare | government aid claim white people ||| y'all black slander trash ""
217,1,"""@QUAN1T0: These bitches don't care they just play that role.""","" " @ quan1t0 ||| bitch care just play role ""
218,1,"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree."","" " @ queen | kaat ||| you | ||| hide lime tree ""
@Iemonaids dis bitch in da wrong tree bro.",,"",""
219,0,"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag"," " @ rtnba ||| drake new shoe release nike | jordan ||| yes | 's glitter shoe fag
220,2,""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo," " @ rachiesoul | @ dizzleofficial inna di ghetto " you lmaoo
221,2,""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know," " @ ramboutit | | @ master11 | @ tolife | @ ramboutit hoe austinand | ||| teach austin " teach u curve ||| 's know
222,1,""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!," " @ reachtheeclimax ||| bitch cook know suck dick " s | o
223,1,""@RenegadeMo: Fat hoes get chose"" lol," " @ renegademo ||| fat hoe choose " " lol
224,1,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal"," " @ riahsm | hoesaintloyal " " 're hoe | expect loyal
225,1,""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG,"" " @ rishaawilliams | @ treshon | scrooge @ | nevertrustt ol bitch ass " ""
226,1,""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo," " @ rnadjorell ||| bruh im tire nigga retweetin miley cyrus naked bitch aint type bid " " lmaoo
227,1,""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you," " @ sactownprodigy | just ||| tony romo mav game dont mean bitch lmao ||| fuk cowgirl " " lol bitch fuck you
228,1,"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory"","" " @ samjlayman | holy shit | freddie highmore charlie chocolate factory ""
"Me: *rolls on the floor, laughing*"",,"",""
229,1,""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot," " @ samirahusic | ||| " " want sex gf ||| feel like use " | anonymous " " whata faggot
230,1,"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't"," " @ sexualgxfs | @ your follower | | @ somebody | bitch you
231,1,""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!," " @ shaa | jenkins ||| ya bitch bitch clearly care " just annoy bitch
232,1,"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""","" " @ shantaughther ||| catfish hoe thinkin slick ||| nigga catch | " ""
233,1,""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real," " @ shewenttojordan | worry bitch ||| ai n't worry bout " " | real
234,1,"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""","" " @ showarrive ||| hoe insecure nigga handle real ""
235,1,""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;," " @ shun | stoke | | | | | rt @ bluprint | lmao ||| bitch come scoot tent ||| like fuck shit " | |
236,1,"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""","" " @ shun | stoke ||| cousin say share hoe brother ||| say share care ||| love brother | " ""
237,1,""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;," " @ slimgirl | probz ||| hungry ||| ionn wanna spend money foodand | ||| " " break hoe problem | | |
238,1,"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""","" " @ smeegbaby ||| dese hoe lyin nigga " ""
239,1,""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch," " @ snakecharmsdump | oh yeah fuck bitch
240,2,""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash," " @ sportscenter ||| eli man just throw nfl | lead 27th interception season " lmao trash
241,2,""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch," " @ sportscenter ||| usc senior rb anthony brown head coach steve sarkisian racist quit team ||| | 's bitch
242,1,""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy," " @ stellatex | guess ||| zero time your mansplaining ||| adios " stfu pussy
243,2,""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad," " @ stephenwildboy | chill | | sexy scally lad
244,1,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""","" " @ strap | ai n't share bitch ||| you you | " ""
245,1,"""@SukMySweetness: money only impress the simple broke bitches""","" " @ sukmysweetness ||| money impress simple break bitch " ""
246,1,"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht"," " @ sylvieamx | pisces anybody 's bitch ||| let people control change " rigghht
247,2,""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;," " @ tee | jonez | @ stanleys @ kingcuh tuku ho idk blah blah blah " " | |
248,2,""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;," " @ tee | jonez ||| @ kingcuh @ stanleys mad cuh hahaha " " suure ||| tuku ho ita ||| |
249,1,"""@TayKnosBest: These hoes is crazy""","" " @ tayknosbest ||| hoe crazy " ""
250,1,""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:," " @ taylorr | babee ||| you ai n't gonna slice bitch " kevin hart |||
251,1,"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch."," " @ thatniggatroy | oomf fuckin fine tho | dam " " @ | bitch
252,1,""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags," " @ thegamerkingkev ||| wonder girl ||| head boy drink magaluf twitter " " probly send nude fag
253,1,"""@TheNewSAT: #NewSATQuestions," @ thenewsat | newsatquestions
"Yeah bitch, yeah bitch, call me _______:",,"",""
a.) Maybe,,"",""
b.) Steve-O,,"",""
c.) Later,,"",""
d.) Jesse Pinkman"",,"",""
@machinegunkelly",,"",""
254,1,""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right," " @ thenymphotweets | hickies thigh right pussy andgt | andgt | andgt | " " right
255,1,""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.," " @ theonemiss | luu ||| you love ||| longer young beautiful " no. ugly monkey ass
256,1,""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming," " @ therealrickyb21 | @ jetsandaswisher @ gook | y'all come " bitch ai n't come
257,1,""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH,"" " @ therealrickyb21 | @ jetsandaswisher faggot bitch " ""
258,1,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5"," " @ | realist | sam | @ madrid2 | yea | ipad ||| work friday ||| let ball faggot @ tropicalblanket " " work
259,2,""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it," " @ theo17100 ||| scally lad
260,0,""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger," " @ theomaxximus | gerryshalloweenparty halloween yesterday stupid nigger
261,1,"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI"," " @ theomaxximus | chrus supahot tho " " | walk teacher test | drop test bitch fohead
